,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
529,43,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,15,2,3,65,2,4,3,1,No,24,1,14,3,3,14,10,6,11,No,4
530,35,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,12,4,4,36,3,2,4,3,Yes,24,1,13,2,4,11,9,6,7,Yes,4
531,29,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,5,3,1,43,2,2,2,1,Yes,13,2,10,3,2,10,0,0,9,No,3
532,33,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,2,4,4,93,3,2,4,1,No,14,3,6,5,3,6,2,0,4,No,3
533,32,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,2,3,4,45,3,2,2,0,No,13,3,10,4,2,9,5,1,6,No,3
534,31,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5,4,1,67,3,2,4,1,No,11,1,10,2,3,10,0,0,2,No,3
535,49,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,16,3,4,74,3,1,1,4,Yes,16,2,17,2,2,2,2,2,2,No,3
536,20,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,9,1,4,54,3,1,1,1,No,11,1,2,3,3,2,2,0,2,No,3
537,33,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,16,3,3,36,3,2,4,1,Yes,25,3,7,2,3,6,5,1,2,No,4
538,36,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,26,4,1,80,3,2,3,6,No,14,2,10,2,2,3,2,0,2,No,3
539,44,Female,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Rarely,1,3,3,44,3,1,4,4,Yes,18,1,8,2,3,2,2,2,2,No,3
540,23,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,8,1,4,93,2,1,3,1,Yes,11,1,5,2,3,5,4,1,2,Yes,3
541,38,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,4,2,4,87,3,1,3,7,No,19,4,7,5,2,0,0,0,0,No,3
542,53,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24,4,2,48,4,3,4,3,No,15,3,11,2,3,4,3,1,2,No,2
543,48,Female,Medical,Married,Sales,Sales Representative,Travel_Frequently,7,2,4,95,3,1,3,2,Yes,11,3,19,3,3,9,7,7,7,Yes,3
544,32,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,2,4,4,95,3,1,2,1,No,12,1,1,2,3,1,0,0,0,Yes,3
545,26,Male,Medical,Single,Finance,Finance Manager,Non-Travel,7,3,4,76,3,1,4,1,No,20,3,7,5,3,7,7,5,7,No,4
546,55,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,22,3,1,94,2,1,2,5,No,12,4,8,1,3,4,2,1,2,No,2
547,34,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,5,2,2,57,2,2,4,1,No,14,3,15,3,4,15,10,4,13,No,2
548,60,Male,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1,4,3,92,1,3,4,3,No,20,3,19,2,4,1,0,0,0,No,4
549,37,Male,Medical,Divorced,Sales,Sales Executive,Travel_Frequently,1,4,3,31,1,2,4,1,No,14,3,6,2,2,6,3,1,3,No,3
550,34,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,19,3,2,35,2,1,4,1,No,12,2,10,3,3,10,9,8,7,No,2
551,44,Female,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,2,3,3,96,4,3,4,1,Yes,19,2,9,2,3,8,7,6,7,No,3
552,43,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,2,3,4,73,3,2,4,1,Yes,17,1,10,3,3,10,9,8,8,No,3
553,29,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,9,4,4,43,3,1,3,9,No,17,3,9,2,3,5,3,1,2,No,3
554,36,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,2,4,3,51,3,2,4,3,No,15,3,17,2,2,13,7,6,7,No,3
555,45,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,1,1,3,74,2,3,3,3,No,23,4,25,3,2,23,15,14,4,No,4
556,26,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,17,4,4,62,1,1,3,1,No,15,3,3,3,4,3,2,0,2,No,3
557,45,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,28,2,4,48,2,4,2,1,No,11,3,21,2,3,21,6,8,6,No,3
558,31,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,4,2,69,3,1,3,1,No,14,4,6,2,4,5,2,0,3,No,3
559,41,Male,Human Resources,Married,Human Resources,Human Resources,Non-Travel,4,3,3,60,1,2,2,6,No,19,2,10,4,3,3,2,1,2,No,3
560,40,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,8,2,2,92,3,2,1,2,Yes,16,2,18,3,3,1,0,0,0,No,3
561,24,Male,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,29,1,2,91,3,1,1,1,No,13,2,6,2,4,6,2,1,2,No,2
562,46,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,13,4,3,34,3,2,2,6,No,14,4,19,3,3,10,7,0,9,No,3
563,30,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,16,1,2,33,3,1,4,1,No,12,2,10,2,2,10,0,0,8,No,3
564,47,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,2,4,3,87,3,2,2,7,No,11,4,4,3,1,1,0,0,0,No,3
565,46,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,2,3,3,74,3,3,4,4,Yes,12,2,13,5,2,10,6,0,3,No,3
566,36,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,13,5,2,96,2,2,1,5,Yes,13,2,16,3,3,2,2,2,2,Yes,2
567,32,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,2,1,34,1,2,2,6,No,15,2,10,2,3,0,0,0,0,Yes,3
568,31,Female,Technical Degree,Single,Research & Development,Manufacturing Director,Travel_Frequently,24,1,4,30,3,2,4,2,No,20,4,9,3,2,5,4,1,4,No,4
569,39,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Non-Travel,1,3,4,77,3,2,4,1,Yes,15,4,9,2,3,9,8,5,8,No,3
570,32,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,19,3,4,80,1,3,3,3,No,13,3,10,2,1,4,3,0,2,No,3
571,40,Male,Medical,Single,Sales,Manager,Travel_Rarely,7,4,2,88,3,5,2,1,No,14,2,21,3,2,21,8,12,8,No,2
572,45,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,4,3,3,56,1,3,3,4,No,21,3,9,2,4,5,0,0,3,No,4
573,30,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Frequently,2,4,4,78,2,1,1,0,No,16,4,10,2,3,9,7,0,7,No,3
574,24,Male,Medical,Married,Human Resources,Human Resources,Travel_Frequently,10,3,1,59,3,1,4,0,No,14,4,3,2,3,2,2,2,1,No,2
575,30,Female,Human Resources,Divorced,Human Resources,Human Resources,Travel_Frequently,8,3,3,66,2,1,4,6,No,11,3,6,0,2,4,2,1,2,Yes,3
576,31,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,5,3,1,51,3,2,3,1,No,19,3,6,3,3,5,2,0,2,No,4
577,27,Female,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,8,3,3,67,3,1,4,1,No,11,3,6,5,2,6,2,1,4,No,3
578,29,Female,Marketing,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,52,1,1,2,1,No,13,3,2,3,3,2,2,2,2,Yes,2
579,29,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,1,3,4,70,4,2,3,8,Yes,12,4,10,5,4,3,2,0,2,No,3
580,30,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,15,2,3,94,2,3,1,2,No,11,1,12,2,3,7,7,1,7,No,3
581,34,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,97,4,1,4,0,Yes,14,1,6,3,3,5,0,1,2,No,3
582,33,Female,Marketing,Single,Sales,Sales Executive,Non-Travel,2,3,4,62,3,2,2,8,No,15,4,13,2,2,11,7,1,7,No,3
583,49,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,11,4,4,80,3,2,4,3,No,12,3,8,1,4,5,1,0,4,No,3
584,33,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,16,3,1,74,3,3,1,2,Yes,20,3,11,2,2,0,0,0,0,Yes,4
585,38,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,2,3,75,2,1,2,4,No,14,2,9,4,2,6,1,0,5,No,3
586,32,Male,Technical Degree,Single,Research & Development,Research Scientist,Non-Travel,5,4,2,65,3,1,2,2,No,14,2,12,3,3,7,7,0,7,No,3
587,38,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,18,3,2,60,1,2,4,3,Yes,16,3,15,2,3,1,0,1,0,No,3
588,43,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,17,3,3,38,2,1,3,9,Yes,16,4,6,4,3,1,0,0,0,Yes,3
589,55,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,2,3,3,60,2,5,1,8,No,12,2,34,2,3,1,0,0,0,No,3
590,33,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,4,3,4,90,3,2,2,5,No,15,4,11,2,2,9,8,1,7,No,3
591,41,Male,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,9,4,3,94,3,1,1,1,No,20,2,5,2,3,5,3,0,4,No,4
592,34,Male,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,10,3,4,87,3,2,3,1,Yes,14,3,15,3,3,15,14,0,7,No,3
593,53,Female,Medical,Married,Research & Development,Manufacturing Director,Non-Travel,1,4,1,60,2,4,3,4,Yes,20,4,27,2,2,3,2,0,2,No,3
594,43,Male,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,2,3,2,97,3,1,4,0,No,13,2,10,5,3,9,7,1,8,No,2
595,34,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3,2,4,32,1,2,4,5,No,12,1,6,3,3,2,2,2,2,No,3
596,21,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,7,1,2,31,3,1,2,1,No,13,2,1,3,3,1,0,1,0,Yes,3
597,38,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,6,2,4,40,2,1,3,1,No,11,2,5,3,3,5,4,0,4,No,3
598,22,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,8,1,3,79,3,1,1,1,Yes,17,3,1,6,3,1,0,0,0,Yes,3
599,31,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,29,4,1,91,2,2,4,1,No,14,1,13,3,3,12,7,5,7,No,2
600,46,Male,Medical,Divorced,Research & Development,Research Director,Travel_Rarely,2,4,3,46,3,5,4,7,Yes,17,3,24,3,3,2,1,2,2,No,3
601,36,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10,3,4,90,3,3,1,7,Yes,13,4,15,1,3,12,8,5,7,No,3
602,44,Male,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,1,2,3,99,3,1,2,1,Yes,12,3,6,2,2,5,3,2,3,Yes,3
603,37,Male,Other,Divorced,Human Resources,Human Resources,Travel_Rarely,8,2,3,89,3,2,2,2,No,13,3,19,4,2,10,0,4,7,No,3
604,33,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,8,4,4,90,4,1,1,6,No,19,2,14,1,3,10,8,7,6,No,3
605,46,Male,Life Sciences,Single,Sales,Sales Executive,Non-Travel,26,2,2,98,2,2,2,8,No,15,3,6,3,3,2,2,2,2,No,2
606,40,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,2,3,99,3,1,1,4,No,17,4,7,5,2,4,3,0,2,No,3
607,35,Male,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,2,2,2,90,3,2,4,2,No,14,3,15,6,3,7,7,1,7,No,2
608,38,Male,Human Resources,Divorced,Human Resources,Human Resources,Non-Travel,2,3,1,100,3,1,2,5,No,13,4,13,3,3,11,10,3,8,No,2
609,34,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,9,4,4,93,3,2,1,4,No,17,3,11,3,2,7,1,0,7,Yes,3
610,39,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,20,3,3,83,3,2,4,2,No,18,4,7,6,3,2,1,2,2,No,3
611,43,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,9,3,1,52,3,1,3,4,No,13,3,7,2,2,3,2,1,2,No,2
612,41,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,5,3,2,85,4,2,2,3,No,12,1,11,3,1,3,2,1,2,No,2
613,41,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,4,1,3,81,3,3,3,0,Yes,13,4,23,3,4,22,14,13,5,No,3
614,34,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,8,2,2,92,4,2,3,1,No,21,3,10,5,3,10,8,4,8,No,2
615,58,Male,Medical,Divorced,Sales,Manager,Non-Travel,2,3,2,52,3,4,2,4,No,22,4,37,0,2,16,9,14,14,No,2
616,35,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,23,4,2,91,1,1,3,0,No,16,2,6,2,4,5,4,0,3,No,3
617,47,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,4,3,3,92,2,3,2,8,Yes,12,3,28,4,3,22,11,14,10,No,3
618,40,Female,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,12,3,2,47,3,2,1,2,No,12,2,15,3,3,7,4,7,7,No,2
619,54,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,68,3,2,4,4,No,15,2,14,2,2,7,1,1,7,No,3
620,31,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,7,4,1,68,3,3,1,2,No,14,4,9,3,3,3,2,2,2,No,2
621,38,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2,4,2,77,1,2,4,2,Yes,20,1,20,4,2,4,2,0,3,No,3
622,26,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10,3,3,46,3,2,4,1,No,13,1,5,4,3,5,3,1,2,No,3
623,58,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,15,4,1,87,3,4,3,2,Yes,14,2,23,3,3,2,2,2,2,No,2
624,18,Female,Medical,Single,Research & Development,Manager R&D,Non-Travel,14,3,2,33,3,1,3,1,No,16,3,0,4,1,0,0,0,0,No,3
625,31,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,18,5,4,89,4,1,1,0,No,17,3,2,4,3,1,0,0,0,Yes,3
626,45,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2,4,3,67,3,2,3,4,No,22,2,10,3,4,8,7,5,7,No,4
627,36,Female,Other,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,73,3,2,2,4,Yes,22,4,15,2,3,1,0,0,0,No,4
628,43,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,2,4,1,92,3,2,4,1,No,20,3,7,5,3,7,7,7,7,No,2
629,27,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,5,2,4,53,3,1,4,0,Yes,14,3,6,3,2,5,4,0,2,No,3
630,29,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,20,1,4,40,3,1,4,1,No,13,2,11,3,4,11,8,3,10,No,3
631,32,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,10,4,4,79,3,2,4,8,No,13,3,4,2,4,0,0,0,0,No,3
632,42,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,10,4,3,38,3,1,3,3,No,22,2,10,1,2,6,3,3,3,No,4
633,47,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,9,4,2,64,3,1,3,4,No,12,3,7,2,3,2,2,2,0,No,2
634,46,Male,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,2,2,4,82,3,3,4,3,No,14,3,12,4,2,9,8,4,7,No,3
635,28,Male,Life Sciences,Divorced,Human Resources,Human Resources,Non-Travel,1,2,3,43,3,1,4,1,No,15,2,3,2,3,3,2,2,2,No,3
636,29,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,29,1,4,93,1,2,3,8,No,17,4,11,3,3,7,0,1,6,No,3
637,42,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,8,3,4,81,3,1,3,4,No,13,4,8,3,3,0,0,0,0,No,3
638,32,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,2,4,3,82,2,2,2,7,Yes,12,3,7,3,2,2,2,2,2,Yes,3
639,46,Female,Technical Degree,Divorced,Sales,Sales Executive,Travel_Rarely,3,3,1,45,4,4,1,2,No,12,4,25,5,3,19,17,2,8,No,2
640,27,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,23,1,2,36,2,2,3,1,No,21,4,9,5,3,9,8,5,8,No,2
641,29,Male,Medical,Married,Human Resources,Human Resources,Travel_Rarely,6,1,4,87,2,1,2,1,No,11,4,1,3,3,1,0,0,0,No,3
642,48,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10,3,4,91,2,5,2,4,No,12,4,29,3,3,22,10,12,9,No,3
643,29,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,24,2,4,73,2,1,4,1,Yes,24,2,1,3,2,1,0,1,0,Yes,4
644,55,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,2,98,2,1,4,8,No,20,2,19,2,4,5,2,0,4,No,3
645,28,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,3,3,2,78,3,1,2,1,No,19,4,1,3,3,1,0,0,0,No,3
646,30,Male,Medical,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,89,3,1,4,1,No,13,3,1,3,2,1,0,0,0,Yes,3
647,22,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,7,1,4,75,3,1,2,1,Yes,23,1,1,2,3,1,0,0,0,Yes,4
648,36,Female,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,10,4,2,63,2,2,3,1,Yes,13,1,10,4,3,10,9,1,7,No,2
649,34,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,4,3,3,64,3,3,4,2,Yes,13,4,9,3,3,5,3,1,0,No,3
650,29,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,7,3,4,59,3,1,1,3,No,14,2,11,2,3,3,2,1,2,No,3
651,37,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,78,3,2,1,5,Yes,22,3,16,2,3,5,3,0,4,No,4
652,35,Female,Other,Married,Research & Development,Manufacturing Director,Travel_Rarely,16,2,4,44,2,2,2,0,Yes,11,4,4,2,3,3,2,0,2,No,3
653,45,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,25,2,2,93,2,2,4,0,No,13,4,10,2,2,9,8,3,8,No,2
654,36,Male,Human Resources,Single,Human Resources,Human Resources,Travel_Frequently,2,1,2,94,2,2,4,1,No,21,4,10,2,2,10,1,0,8,No,4
655,40,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,1,4,1,98,3,4,1,2,No,11,1,22,3,3,19,7,11,16,No,2
656,26,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,2,2,90,2,1,3,1,Yes,13,3,1,3,2,1,0,1,0,No,3
657,27,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,2,2,1,89,4,2,3,0,No,14,2,9,5,2,8,7,0,7,No,3
658,48,Female,Medical,Divorced,Research & Development,Manager,Travel_Frequently,22,3,4,58,3,4,4,3,No,11,2,24,3,3,22,17,4,7,No,3
659,44,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,1,4,2,78,4,2,1,2,No,15,4,10,5,3,2,0,2,2,No,3
660,34,Male,Technical Degree,Married,Research & Development,Research Scientist,Non-Travel,16,4,4,85,1,1,1,1,Yes,23,2,5,2,3,5,2,3,0,Yes,4
661,56,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,24,2,1,97,3,1,4,1,No,16,4,5,3,3,4,2,1,0,Yes,2
662,36,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,17,2,3,33,2,2,2,2,No,16,3,12,1,1,4,2,1,3,No,2
663,41,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8,3,3,54,3,2,2,5,No,21,3,14,3,3,5,4,1,4,No,4
664,42,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,6,3,3,83,3,3,1,9,No,13,2,18,3,4,13,7,5,7,No,3
665,31,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,10,2,3,86,3,2,4,2,Yes,11,4,8,2,3,5,2,1,4,No,3
666,34,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3,1,4,75,2,2,4,3,Yes,12,3,9,3,2,4,2,0,1,No,3
667,31,Female,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,4,3,1,62,4,1,3,8,No,12,2,4,0,2,2,2,2,2,No,2
668,26,Male,Other,Married,Research & Development,Manager R&D,Travel_Frequently,6,3,3,61,4,1,4,0,No,18,1,8,3,3,7,7,7,7,No,3
669,45,Male,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,1,4,2,44,3,2,3,4,No,12,3,12,3,3,4,2,0,3,No,3
670,33,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,10,4,2,43,3,2,3,1,No,14,2,10,2,2,10,4,0,9,No,3
671,28,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,1,2,3,42,2,2,4,1,Yes,12,3,7,2,3,7,7,0,7,No,3
672,39,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,21,4,1,32,1,2,3,6,No,19,3,10,1,3,3,2,1,2,No,2
673,27,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,2,4,2,41,3,1,2,1,No,11,3,6,3,2,5,3,1,2,No,2
674,34,Male,Other,Married,Research & Development,Research Scientist,Travel_Frequently,22,4,3,86,2,2,4,1,Yes,15,2,16,3,3,15,10,6,11,No,3
675,47,Male,Technical Degree,Married,Research & Development,Manager R&D,Non-Travel,14,4,3,64,3,2,2,8,No,18,3,16,4,4,8,7,1,7,No,3
676,56,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,11,5,4,89,2,2,1,4,No,16,3,6,3,3,0,0,0,0,No,3
677,38,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,8,3,4,58,2,2,2,1,Yes,16,3,20,3,3,20,11,0,7,No,3
678,58,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,21,3,4,72,3,4,4,4,Yes,13,3,29,2,2,1,0,0,0,No,3
679,32,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,5,2,1,47,4,1,3,3,Yes,14,1,8,2,3,4,1,0,3,Yes,3
680,38,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,9,2,2,71,3,1,4,2,No,19,4,10,0,4,5,2,0,3,No,4
681,49,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,2,1,2,42,3,5,4,3,No,15,4,28,3,3,5,4,4,3,No,2
682,42,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,12,4,2,77,3,2,4,3,Yes,12,3,14,4,3,0,0,0,0,No,3
683,27,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,22,3,1,58,2,1,2,1,No,12,1,1,2,3,1,0,0,0,Yes,3
684,35,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,18,4,2,71,3,2,1,0,No,16,4,6,2,1,5,3,0,4,No,2
685,28,Male,Medical,Single,Research & Development,Manager R&D,Non-Travel,16,3,3,49,3,1,3,1,No,14,3,5,3,2,5,3,1,4,No,3
686,31,Male,Medical,Divorced,Research & Development,Research Scientist,Non-Travel,3,2,3,48,3,1,1,1,Yes,13,4,4,3,4,4,2,2,3,No,3
687,36,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,9,4,1,66,4,1,2,1,No,22,2,5,3,3,5,4,0,2,No,3
688,34,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,1,3,1,32,3,3,4,1,No,21,1,14,3,2,14,8,2,1,No,2
689,34,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,13,4,4,39,3,3,3,1,No,18,3,9,2,2,8,7,1,1,No,3
690,26,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,1,3,3,95,3,1,1,0,No,13,4,8,6,2,7,7,7,6,No,3
691,32,Female,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,15,4,3,34,3,2,4,5,No,18,2,9,6,3,5,1,1,2,No,3
692,28,Male,Technical Degree,Divorced,Research & Development,Manager R&D,Travel_Rarely,17,3,3,32,2,1,4,5,No,12,1,6,2,2,4,1,0,3,Yes,3
693,38,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,1,3,1,59,2,1,1,4,No,14,1,20,3,2,1,0,0,0,No,3
694,35,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,7,4,3,55,3,2,4,1,Yes,11,4,10,2,3,10,8,0,9,No,3
695,27,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,9,3,4,44,3,2,4,1,No,14,1,7,5,3,7,7,0,7,No,3
696,32,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,5,4,4,56,2,2,4,8,No,24,2,8,1,3,1,0,0,0,No,4
697,31,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,26,4,1,63,3,2,4,1,Yes,11,3,10,4,3,10,7,0,8,Yes,3
698,53,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,24,4,1,66,3,3,1,6,Yes,13,2,15,2,2,2,2,2,2,Yes,2
699,54,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,9,2,1,67,3,2,3,3,No,11,3,9,6,2,4,3,2,3,No,2
700,33,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,7,2,4,36,3,2,3,1,No,20,3,9,2,3,9,7,2,8,No,4
701,43,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,11,3,1,30,3,3,3,1,No,17,2,10,1,3,10,9,0,9,No,3
702,38,Male,Other,Married,Human Resources,Human Resources,Travel_Frequently,1,4,4,88,3,1,2,0,Yes,11,2,7,2,3,6,2,1,2,No,3
703,55,Male,Human Resources,Married,Human Resources,Manager,Travel_Rarely,26,4,3,71,4,5,2,4,Yes,18,1,35,0,3,10,9,1,4,No,3
